Geographic Area Name, Total
"Williamsville city, Missouri",105
"Willow Springs city, Missouri",902
"Winchester city, Missouri",770
"Windsor city, Missouri",1371
"Windsor Place village, Missouri",X
"Winfield city, Missouri",742
"Winona city, Missouri",280
"Winston village, Missouri",X
"Wood Heights city, Missouri",365
"Woodson Terrace city, Missouri",1123
"Wortham CDP, Missouri",107
"Wright City city, Missouri",2317
"Absarokee CDP, Montana",610
"Alberton town, Montana",229
"Amsterdam CDP, Montana",134
"Anaconda-Deer Lodge County, Montana",4733
"Arlee CDP, Montana",X
"Ashland CDP, Montana",114
"Augusta CDP, Montana",178
"Bainville town, Montana",133
"Baker city, Montana",929
"Ballantine CDP, Montana",121
"Basin CDP, Montana",104
"Batavia CDP, Montana",145
"Bear Dance CDP, Montana",183
"Beaver Creek CDP, Montana",141
"Belgrade city, Montana",5833
"Belknap CDP, Montana",114
"Belt town, Montana",X
"Bigfork CDP, Montana",3122
"Big Sandy town, Montana",283
"Big Sky CDP, Montana",1786
"Big Timber city, Montana",985
"Billings city, Montana",64701
"Black Eagle CDP, Montana",466
"Bonner-West Riverside CDP, Montana",770
"Boulder city, Montana",525
"Bozeman city, Montana",30147
"Bridger town, Montana",383
"Broadus town, Montana",171
"Broadview town, Montana",111
"Bull Lake CDP, Montana",X
"Butte-Silver Bow (balance), Montana",20118
"Carlton CDP, Montana",452
"Cascade town, Montana",353
"Charlo CDP, Montana",X
"Chester town, Montana",536
"Chinook city, Montana",X
"Choteau city, Montana",986
"Churchill CDP, Montana",700
"Circle town, Montana",X
"Clancy CDP, Montana",1082
"Clinton CDP, Montana",548
"Clyde Park town, Montana",X
"Colstrip city, Montana",1112
"Columbia Falls city, Montana",2793
"Columbus town, Montana",1034
"Condon CDP, Montana",144
"Conrad city, Montana",1450
"Coram CDP, Montana",311
"Corvallis CDP, Montana",X
"Culbertson town, Montana",X
"Cut Bank city, Montana",1035
"Darby town, Montana",340
"Deer Lodge city, Montana",1491
"Dillon city, Montana",2176
"Dixon CDP, Montana",X
"Dutton town, Montana",X
"Eagle Creek Colony CDP, Montana",162
"East Helena city, Montana",1065
"East Missoula CDP, Montana",1403
"Ekalaka town, Montana",220
"Elliston CDP, Montana",X
"Emigrant CDP, Montana",X
"Ennis town, Montana",552
"Eureka town, Montana",604
"Evergreen CDP, Montana",4100
"Fairfield town, Montana",421
"Fairview town, Montana",431
"Finley Point CDP, Montana",249
"Florence CDP, Montana",482
"Forest Hill Village CDP, Montana",X
"Forsyth city, Montana",843
"Fort Benton city, Montana",813
"Fortine CDP, Montana",X
"Fort Peck town, Montana",138
"Fort Shaw CDP, Montana",124
"Fort Smith CDP, Montana",101
"Four Corners CDP, Montana",3668
"Fox Lake CDP, Montana",X
"Frenchtown CDP, Montana",1099
"Froid town, Montana",111
"Fromberg town, Montana",219
"Gallatin Gateway CDP, Montana",580
"Gardiner CDP, Montana",508
"Gibson Flats CDP, Montana",X
"Gildford CDP, Montana",94
"Glacier Colony CDP, Montana",X
"Glasgow city, Montana",1813
"Glendive city, Montana",2584
"Great Falls city, Montana",31731
"Hamilton city, Montana",2163
"Happys Inn CDP, Montana",X
"Hardin city, Montana",869
"Harlem city, Montana",126
"Harlowton city, Montana",583
"Havre city, Montana",4522
"Havre North CDP, Montana",294
"Helena city, Montana",19436
"Helena Flats CDP, Montana",X
"Helena Valley Northeast CDP, Montana",2440
"Helena Valley Northwest CDP, Montana",2694
"Helena Valley Southeast CDP, Montana",5279
"Helena Valley West Central CDP, Montana",5267
"Helena West Side CDP, Montana",X
"Heron CDP, Montana",122
"Hidden Lake Colony CDP, Montana",96
"Highwood CDP, Montana",133
"Hingham town, Montana",97
"Hinsdale CDP, Montana",X
"Hot Springs town, Montana",288
"Hungry Horse CDP, Montana",332
"Huntley CDP, Montana",200
"Huson CDP, Montana",114
"Hysham town, Montana",X
"Jefferson City CDP, Montana",343
"Jette CDP, Montana",X
"Joliet town, Montana",X
"Jordan town, Montana",191
"Kalispell city, Montana",13489
"Kerr CDP, Montana",X
"Kila CDP, Montana",167
"King Arthur Park CDP, Montana",940
"Kings Point CDP, Montana",98
"Klein CDP, Montana",146
"Lakeside CDP, Montana",1783
"Laurel city, Montana",4236
"Lewistown city, Montana",3451
"Lewistown Heights CDP, Montana",X
"Libby city, Montana",1318
"Lima town, Montana",X
"Lincoln CDP, Montana",508
"Lindisfarne CDP, Montana",189
"Livingston city, Montana",4938
"Lockwood CDP, Montana",3706
"Lolo CDP, Montana",2562
"Lonepine CDP, Montana",129
"McAllister CDP, Montana",X
"Malmstrom AFB CDP, Montana",1228
"Malta city, Montana",946
"Manhattan town, Montana",1177
"Marion CDP, Montana",639
"Martin City CDP, Montana",X
"Martinsdale Colony CDP, Montana",106
"Maxville CDP, Montana",107
"Medicine Lake town, Montana",129
"Midway Colony CDP, Montana",112
"Miles City city, Montana",4436
"Missoula city, Montana",43194
"Montana City CDP, Montana",2009
"Montaqua CDP, Montana",114
"Moore town, Montana",X
"Mountain View Colony CDP, Montana",X
"Nashua town, Montana",131
"New Miami Colony CDP, Montana",274
"New Rockport Colony CDP, Montana",X
"Noxon CDP, Montana",X
"Olney CDP, Montana",X
"Orchard Homes CDP, Montana",3226
"Pablo CDP, Montana",408
"Park City CDP, Montana",661
"Philipsburg town, Montana",X
"Piltzville CDP, Montana",175
"Pine Creek CDP, Montana",98
"Pinesdale town, Montana",385
"Pioneer Junction CDP, Montana",479
"Plains town, Montana",482
"Pleasant Valley Colony CDP, Montana",X
"Plentywood city, Montana",1040
"Plevna town, Montana",105
"Polson city, Montana",2263
"Ponderosa Pines CDP, Montana",338
"Power CDP, Montana",97
"Pray CDP, Montana",X
"Rader Creek CDP, Montana",187
"Red Lodge city, Montana",1364
"Reed Point CDP, Montana",115
"Richey town, Montana",112
"Riverbend CDP, Montana",X
"Riverview Colony CDP, Montana",X
"Roberts CDP, Montana",144
"Rockvale CDP, Montana",99
"Rocky Point CDP, Montana",103
"Ronan city, Montana",584
"Roundup city, Montana",825
"Rudyard CDP, Montana",162
"Ryegate town, Montana",116
"St. Ignatius town, Montana",209
"St. Marie CDP, Montana",240
"St. Regis CDP, Montana",184
"Sand Coulee CDP, Montana",136
"Savage CDP, Montana",158
"Scobey city, Montana",602
"Seeley Lake CDP, Montana",791
"Shelby city, Montana",1057
"Shepherd CDP, Montana",X
"Sheridan town, Montana",437
"Sidney city, Montana",3569
"Simms CDP, Montana",205
"Somers CDP, Montana",636
"South Glastonbury CDP, Montana",X
"South Hills CDP, Montana",382
"Spokane Creek CDP, Montana",280
"Springwater Colony CDP, Montana",X
"Stanford town, Montana",187
"Stevensville town, Montana",1009
"Sunburst town, Montana",165
"Sun Prairie CDP, Montana",858
"Superior town, Montana",419
"Terry town, Montana",284
"The Silos CDP, Montana",334
"Thompson Falls city, Montana",659
"Three Forks city, Montana",997
"Townsend city, Montana",948
"Tracy CDP, Montana",96
"Trego CDP, Montana",248
"Trout Creek CDP, Montana",X
"Troy city, Montana",410
"Turah CDP, Montana",247
"Twin Bridges town, Montana",X
"Ulm CDP, Montana",X
"Unionville CDP, Montana",158
"Valier town, Montana",321
"Vaughn CDP, Montana",365
"Victor CDP, Montana",292
"Virginia City town, Montana",126
"Walkerville town, Montana",396
"Westby town, Montana",X
"West Glacier CDP, Montana",X
"West Glendive CDP, Montana",1174
"West Havre CDP, Montana",133
"West Kootenai CDP, Montana",148
"West Yellowstone town, Montana",572
"Wheatland CDP, Montana",617
"Whitefish city, Montana",4879
"Whitehall town, Montana",530
"White Haven CDP, Montana",259
"White Sulphur Springs city, Montana",553
"Wibaux town, Montana",X
"Willow Creek CDP, Montana",102
"Wilsall CDP, Montana",127
"Wineglass CDP, Montana",X
"Winifred town, Montana",157
"Winston CDP, Montana",X
"Wolf Point city, Montana",590
"Woods Bay CDP, Montana",468
"Worden CDP, Montana",301
"Wye CDP, Montana",395
"Yaak CDP, Montana",X
"Adams village, Nebraska",403
"Ainsworth city, Nebraska",X
"Albion city, Nebraska",1027
"Alda village, Nebraska",X
"Allen village, Nebraska",192
"Alliance city, Nebraska",4193
"Alma city, Nebraska",463
"Amherst village, Nebraska",X
"Ansley village, Nebraska",195
"Arapahoe city, Nebraska",459
"Arcadia village, Nebraska",166
"Arlington village, Nebraska",847
"Arnold village, Nebraska",X
"Arthur village, Nebraska",94
"Ashland city, Nebraska",1792
"Ashton village, Nebraska",95
"Atkinson city, Nebraska",829
"Auburn city, Nebraska",1987
"Aurora city, Nebraska",3133
"Avoca village, Nebraska",105
"Axtell village, Nebraska",470
"Bancroft village, Nebraska",287
"Bassett city, Nebraska",X
"Battle Creek city, Nebraska",X
"Bayard city, Nebraska",579
"Beatrice city, Nebraska",6707
"Beaver City city, Nebraska",X
"Beaver Crossing village, Nebraska",X
"Beemer village, Nebraska",330
"Bellevue city, Nebraska",30739
"Bellwood village, Nebraska",241
"Belmar CDP, Nebraska",102
"Benedict village, Nebraska",121
"Benkelman city, Nebraska",389
"Bennet village, Nebraska",725
"Bennington city, Nebraska",1228
"Bertrand village, Nebraska",366
"Big Springs village, Nebraska",220
"Bladen village, Nebraska",112
"Blair city, Nebraska",4735
"Bloomfield city, Nebraska",513
"Blue Hill city, Nebraska",X
"Blue Springs city, Nebraska",X
"Bradshaw village, Nebraska",X
"Brady village, Nebraska",X
"Brainard village, Nebraska",168
"Bridgeport city, Nebraska",756
"Broken Bow city, Nebraska",1960
"Brownville village, Nebraska",X
"Brule village, Nebraska",X
"Bruning village, Nebraska",174
"Burwell city, Nebraska",X
"Butte village, Nebraska",166
"Cairo village, Nebraska",473
"Callaway village, Nebraska",223
"Cambridge city, Nebraska",568
"Campbell village, Nebraska",179
"Cedar Bluffs village, Nebraska",X
"Cedar Creek village, Nebraska",243
"Cedar Rapids village, Nebraska",X
"Central City city, Nebraska",1843
"Ceresco village, Nebraska",561
"Chadron city, Nebraska",2577
"Chalco CDP, Nebraska",6653
"Chambers village, Nebraska",X
"Chapman village, Nebraska",X
"Chappell city, Nebraska",413
"Chester village, Nebraska",105
"Clarks village, Nebraska",162
"Clarkson city, Nebraska",321
"Clatonia village, Nebraska",125
"Clay Center city, Nebraska",407
"Clearwater village, Nebraska",138
"Cody village, Nebraska",X
"Coleridge village, Nebraska",266
"Columbus city, Nebraska",12225
"Cook village, Nebraska",X
"Cortland village, Nebraska",X
"Cozad city, Nebraska",1986
"Craig village, Nebraska",94
"Crawford city, Nebraska",421
"Creighton city, Nebraska",607
"Creston village, Nebraska",X
"Crete city, Nebraska",2140
"Crofton city, Nebraska",475
"Culbertson village, Nebraska",256
"Curtis city, Nebraska",X
"Dakota City city, Nebraska",707
"Dalton village, Nebraska",170
"Dannebrog village, Nebraska",116
"Davenport village, Nebraska",X
"Davey village, Nebraska",X
"David City city, Nebraska",X
"Daykin village, Nebraska",X
"Decatur village, Nebraska",X
"Denton village, Nebraska",107
"Deshler city, Nebraska",X
"De Witt village, Nebraska",330
"Diller village, Nebraska",X
"Dodge village, Nebraska",X
"Doniphan village, Nebraska",X
"Dorchester village, Nebraska",276
"Dunbar village, Nebraska",X
"Duncan village, Nebraska",230
"Dwight village, Nebraska",113
"Eagle village, Nebraska",X
"Edgar city, Nebraska",277
"Elgin city, Nebraska",X
"Elm Creek village, Nebraska",539
"Elmwood village, Nebraska",396
"Elwood village, Nebraska",X
"Emerson village, Nebraska",413
"Endicott village, Nebraska",107
"Eustis village, Nebraska",X
"Ewing village, Nebraska",X
"Exeter village, Nebraska",314
"Fairbury city, Nebraska",1958
"Fairfield city, Nebraska",218
"Fairmont village, Nebraska",X
"Falls City city, Nebraska",2340
"Filley village, Nebraska",X
"Firth village, Nebraska",X
"Fort Calhoun city, Nebraska",655
"Franklin city, Nebraska",489
"Fremont city, Nebraska",13022
"Friend city, Nebraska",588
"Fullerton city, Nebraska",622
"Funk village, Nebraska",X
"Garland village, Nebraska",115
"Geneva city, Nebraska",X
"Genoa city, Nebraska",594
"Gering city, Nebraska",4669
"Gibbon city, Nebraska",735
"Giltner village, Nebraska",215
"Glenvil village, Nebraska",110
"Glenwood CDP, Nebraska",301
"Goehner village, Nebraska",X
"Gordon city, Nebraska",632
"Gothenburg city, Nebraska",2081
"Grand Island city, Nebraska",21511
"Grant city, Nebraska",684
"Greeley Center village, Nebraska",X
"Greenwood village, Nebraska",340
"Gresham village, Nebraska",X
"Gretna city, Nebraska",3383
"Gurley village, Nebraska",X
"Hadar village, Nebraska",X
"Haigler village, Nebraska",105
"Hallam village, Nebraska",101
"Hampton village, Nebraska",X
"Harrison village, Nebraska",148
"Hartington city, Nebraska",808
"Harvard city, Nebraska",389
"Hastings city, Nebraska",13499
"Hay Springs village, Nebraska",239
"Hebron city, Nebraska",X
"Hemingford village, Nebraska",455
"Henderson city, Nebraska",X
"Herman village, Nebraska",X
"Hershey village, Nebraska",X
"Hickman city, Nebraska",1738
"Hildreth village, Nebraska",268
"Holbrook village, Nebraska",X
"Holdrege city, Nebraska",3098
"Holstein village, Nebraska",135
"Homer village, Nebraska",X
"Hooper city, Nebraska",X
"Hordville village, Nebraska",X
"Hoskins village, Nebraska",112
"Howells village, Nebraska",333
"Hubbard village, Nebraska",X
"Humboldt city, Nebraska",362
"Humphrey city, Nebraska",565
"Imperial city, Nebraska",984
"Indianola city, Nebraska",263
"Inglewood village, Nebraska",X
"Ithaca village, Nebraska",100
"Jackson village, Nebraska",120
"Johnson village, Nebraska",X
"Juniata village, Nebraska",478
"Kearney city, Nebraska",17687
"Kenesaw village, Nebraska",X
"Kennard village, Nebraska",X
"Kimball city, Nebraska",1005
"King Lake CDP, Nebraska",98
"Lakeview CDP, Nebraska",X
"Laurel city, Nebraska",X
"La Vista city, Nebraska",8977
"Lawrence village, Nebraska",129
"Leigh village, Nebraska",X
"Lewellen village, Nebraska",X
"Lexington city, Nebraska",1717
"Lincoln city, Nebraska",152568
"Lindsay village, Nebraska",X
"Litchfield village, Nebraska",109
"Lodgepole village, Nebraska",X
"Long Pine city, Nebraska",158
"Loomis village, Nebraska",223
"Louisville city, Nebraska",755
"Loup City city, Nebraska",X
"Lyman village, Nebraska",128
"Lynch village, Nebraska",110
"Lyons city, Nebraska",X
"McCook city, Nebraska",3973
"McCool Junction village, Nebraska",223
"Madison city, Nebraska",648
"Madrid village, Nebraska",98
"Malcolm village, Nebraska",327
"Marquette village, Nebraska",122
"Maxwell village, Nebraska",114
"Maywood village, Nebraska",126
"Mead village, Nebraska",380
"Meadow Grove village, Nebraska",196
"Merna village, Nebraska",X
"Milford city, Nebraska",1403
"Milligan village, Nebraska",X
"Minatare city, Nebraska",270
"Minden city, Nebraska",1972
"Mitchell city, Nebraska",761
"Monroe village, Nebraska",147
"Morrill village, Nebraska",407
"Mullen village, Nebraska",X
"Murdock village, Nebraska",188
"Murray village, Nebraska",X
"Nebraska City city, Nebraska",3537
"Neligh city, Nebraska",794
"Nelson city, Nebraska",203
"Newcastle village, Nebraska",X
"Newman Grove city, Nebraska",313
"Nickerson village, Nebraska",X
"Niobrara village, Nebraska",125
"Norfolk city, Nebraska",12955
"North Bend city, Nebraska",808
"North Loup village, Nebraska",X
"North Platte city, Nebraska",11609
"Oakdale village, Nebraska",130
"Oakland city, Nebraska",829
"Odell village, Nebraska",X
"Offutt AFB CDP, Nebraska",2082
"Ogallala city, Nebraska",2330
"Omaha city, Nebraska",218541
"O'Neill city, Nebraska",1748
"Orchard village, Nebraska",168
"Ord city, Nebraska",X
"Orleans village, Nebraska",X
"Osceola city, Nebraska",502
"Oshkosh city, Nebraska",417
"Osmond city, Nebraska",534
"Overland CDP, Nebraska",X
"Overton village, Nebraska",365
"Oxford village, Nebraska",X
"Palisade village, Nebraska",X
"Palmer village, Nebraska",X
"Palmyra village, Nebraska",337
"Panama village, Nebraska",X
"Papillion city, Nebraska",14839
"Pawnee City city, Nebraska",404
"Paxton village, Nebraska",289
"Pender village, Nebraska",649
"Peru city, Nebraska",167
"Petersburg village, Nebraska",202
"Phillips village, Nebraska",X
"Pierce city, Nebraska",1292
"Pilger village, Nebraska",110
"Plainview city, Nebraska",755
"Platte Center village, Nebraska",183
"Plattsmouth city, Nebraska",3364
"Pleasant Dale village, Nebraska",120
"Pleasanton village, Nebraska",X
"Plymouth village, Nebraska",236
"Polk village, Nebraska",X
"Ponca city, Nebraska",581
"Potter village, Nebraska",181
"Prague village, Nebraska",X
"Ralston city, Nebraska",3557
"Randolph city, Nebraska",X
"Ravenna city, Nebraska",676
"Red Cloud city, Nebraska",X
"Rising City village, Nebraska",X
"Riverdale village, Nebraska",106
"Roca village, Nebraska",145
"Roseland village, Nebraska",X
"Rushville city, Nebraska",292
"St. Edward city, Nebraska",317
"St. Libory CDP, Nebraska",X
"St. Paul city, Nebraska",1183
"Sargent city, Nebraska",284
"Schuyler city, Nebraska",1055
"Scotia village, Nebraska",150
"Scottsbluff city, Nebraska",6089
"Scribner city, Nebraska",439
"Seward city, Nebraska",4912
"Shelby village, Nebraska",341
